title,main_genre,runtime,vote_average,imdb_id,release_date,year
"Boys Life: Three Stories of Love, Lust, and Liberation",Drama,91.0,2.0,tt0112570,1994-09-30,1994
Colonel Chabert,Drama,110.0,5.9,tt0109454,1994-01-01,1994
"Faster, Pussycat! Kill! Kill!",Action,83.0,6.5,tt0059170,1965-08-06,1965
Jason's Lyric,Crime,119.0,5.9,tt0110186,1994-09-28,1994
The Secret Adventures of Tom Thumb,Animation,61.0,7.1,tt0108069,1993-12-10,1993
Street Fighter,Action,102.0,4.1,tt0111301,1994-12-22,1994
Coldblooded,Action,92.0,6.7,tt0112702,1995-09-15,1995
Fall Time,Action,88.0,6.3,tt0113014,1995-05-13,1995
The Fear,Horror,98.0,3.4,tt0113043,1995-01-20,1995
Frank and Ollie,Documentary,89.0,7.5,tt0113104,1995-10-20,1995
Girl in the Cadillac,Romance,89.0,10.0,tt0113173,1995-10-24,1995
Homage,Thriller,97.0,0.0,tt0113319,1995-05-03,1995
Mirage,Action,92.0,4.0,tt0113827,1995-11-21,1995
Open Season,Comedy,97.0,0.0,tt0114047,1996-05-03,1996
Brother Minister: The Assassination of Malcolm X,Documentary,115.0,4.0,tt0109339,1995-03-01,1995
Highlander: The Final Dimension,Action,99.0,4.5,tt0110027,1994-11-29,1994
In the Mouth of Madness,Horror,95.0,7.1,tt0113409,1994-12-12,1994
8 Seconds,Drama,105.0,7.2,tt0109021,1994-02-25,1994
Above the Rim,Crime,96.0,6.7,tt0109035,1994-03-23,1994
Addams Family Values,Comedy,94.0,6.5,tt0106220,1993-11-19,1993
Martin Lawrence: You So Crazy,Comedy,84.0,4.5,tt0111804,1994-04-27,1994
The Age of Innocence,Drama,139.0,7.0,tt0106226,1993-09-17,1993
Airheads,Comedy,92.0,5.8,tt0109068,1994-08-05,1994
The Air Up There,Comedy,107.0,5.1,tt0109067,1994-01-07,1994
Another Stakeout,Action,105.0,4.9,tt0106292,1993-07-22,1993
Bad Girls,Action,99.0,4.6,tt0109198,1994-04-22,1994
Barcelona,Comedy,100.0,6.6,tt0109219,1994-07-29,1994
Being Human,Drama,122.0,5.0,tt0106379,1994-05-06,1994
The Beverly Hillbillies,Comedy,93.0,5.0,tt0106400,1993-10-15,1993
Beverly Hills Cop III,Action,104.0,5.5,tt0109254,1994-05-24,1994
Black Beauty,Action,88.0,6.6,tt0109279,1994-07-29,1994
Blink,Mystery,106.0,6.3,tt0109297,1994-01-26,1994
Blown Away,Drama,121.0,6.0,tt0109303,1994-07-01,1994
Blue Chips,Drama,108.0,5.7,tt0109305,1994-02-18,1994
Blue Sky,Drama,101.0,6.1,tt0109306,1994-09-16,1994
Body Snatchers,Horror,87.0,5.8,tt0106452,1993-06-09,1993
Boxing Helena,Drama,107.0,4.5,tt0106471,1993-06-18,1993
A Bronx Tale,Drama,121.0,7.4,tt0106489,1993-09-14,1993
Cabin Boy,Comedy,80.0,4.9,tt0109361,1994-01-07,1994
Calendar Girl,Drama,90.0,3.7,tt0106505,1993-09-03,1993
Carlito's Way,Action,144.0,7.7,tt0106519,1993-11-10,1993
City Slickers II: The Legend of Curly's Gold,Action,116.0,4.9,tt0109439,1994-06-10,1994
Clean Slate,Comedy,107.0,5.7,tt0109443,1994-05-06,1994
Cliffhanger,Action,112.0,6.1,tt0106582,1993-05-28,1993
Coneheads,Comedy,88.0,4.8,tt0106598,1993-07-23,1993
Color of Night,Drama,121.0,5.4,tt0109456,1994-08-19,1994
Cops & Robbersons,Action,93.0,5.0,tt0109480,1994-04-15,1994
The Cowboy Way,Western,102.0,5.1,tt0109493,1994-06-03,1994
Dangerous Game,Drama,108.0,5.4,tt0106660,1993-11-19,1993
Dave,Comedy,110.0,6.3,tt0106673,1993-05-07,1993
Dazed and Confused,Comedy,102.0,7.4,tt0106677,1993-09-24,1993
Demolition Man,Crime,115.0,6.4,tt0106697,1993-10-08,1993
The Endless Summer 2,Documentary,109.0,7.1,tt0109729,1994-06-03,1994
Even Cowgirls Get the Blues,Western,96.0,4.2,tt0106834,1994-05-13,1994
Fatal Instinct,Comedy,91.0,5.4,tt0106873,1993-10-29,1993
Farewell My Concubine,Drama,171.0,7.8,tt0106332,1993-09-16,1993
The Favor,Drama,97.0,3.3,tt0109783,1994-04-29,1994
Fearless,Drama,122.0,6.8,tt0106881,1993-10-15,1993
Fear of a Black Hat,Comedy,88.0,5.8,tt0106880,1994-10-28,1994
With Honors,Comedy,103.0,6.1,tt0111732,1994-04-29,1994
Flesh and Bone,Drama,126.0,6.2,tt0106926,1993-11-05,1993
Widows' Peak,Comedy,101.0,4.3,tt0111712,1994-05-13,1994
For Love or Money,Comedy,94.0,5.7,tt0106941,1993-10-01,1993
The Firm,Drama,154.0,6.6,tt0106918,1993-06-30,1993
Free Willy,Family,112.0,6.0,tt0106965,1993-07-16,1993
Fresh,Crime,114.0,7.6,tt0109842,1994-08-24,1994
The Fugitive,Adventure,130.0,7.2,tt0106977,1993-08-06,1993
Geronimo: An American Legend,History,115.0,5.9,tt0107004,1993-12-10,1993
The Getaway,Drama,115.0,5.4,tt0109890,1994-02-11,1994
Getting Even with Dad,Family,109.0,4.5,tt0109891,1994-06-17,1994
Go Fish,Drama,83.0,3.9,tt0109913,1994-06-10,1994
A Good Man in Africa,Comedy,94.0,5.2,tt0109920,1994-07-14,1994
Guilty as Sin,Drama,107.0,5.6,tt0107057,1993-06-04,1993
Hard Target,Action,97.0,6.1,tt0107076,1993-08-20,1993
Heaven & Earth,History,140.0,6.4,tt0107096,1993-12-24,1993
Hot Shots! Part Deux,Action,86.0,6.2,tt0107144,1993-05-21,1993
Live Nude Girls,Comedy,95.0,4.7,tt0113674,1995-12-08,1995
The Englishman Who Went Up a Hill But Came Down a Mountain,Drama,99.0,6.1,tt0112966,1995-05-12,1995
The House of the Spirits,Romance,140.0,6.7,tt0107151,1993-10-19,1993
House Party 3,Comedy,100.0,4.6,tt0110064,1994-01-01,1994
The Hudsucker Proxy,Comedy,111.0,7.1,tt0110074,1994-03-11,1994
I'll Do Anything,Comedy,115.0,5.7,tt0110097,1994-02-04,1994
In the Army Now,Comedy,91.0,4.7,tt0110123,1994-08-12,1994
In the Line of Fire,Action,128.0,6.8,tt0107206,1993-07-08,1993
In the Name of the Father,Drama,133.0,7.6,tt0107207,1993-12-12,1993
The Inkwell,Comedy,110.0,3.9,tt0110137,1994-04-22,1994
What's Love Got to Do with It,Drama,118.0,6.9,tt0108551,1993-06-09,1993
Jimmy Hollywood,Comedy,112.0,4.6,tt0110197,1994-03-30,1994
Judgment Night,Action,110.0,6.4,tt0107286,1993-10-15,1993
Jurassic Park,Adventure,127.0,7.6,tt0107290,1993-06-11,1993
Kalifornia,Thriller,117.0,6.5,tt0107302,1993-09-01,1993
Killing Zoe,Action,96.0,6.1,tt0110265,1993-10-01,1993
King of the Hill,Drama,103.0,6.4,tt0107322,1993-08-20,1993
Lassie,Action,94.0,6.1,tt0110305,1994-07-22,1994
Last Action Hero,Adventure,130.0,6.1,tt0107362,1993-06-18,1993
Life With Mikey,Comedy,91.0,5.1,tt0107413,1993-06-04,1993
Lightning Jack,Action,98.0,5.7,tt0110353,1994-03-11,1994
M. Butterfly,Drama,101.0,6.6,tt0107468,1993-09-09,1993
Made in America,Comedy,111.0,5.3,tt0107478,1993-05-27,1993
Malice,Drama,107.0,5.9,tt0107497,1993-09-29,1993
The Man without a Face,Drama,114.0,6.2,tt0107501,1993-08-25,1993
Manhattan Murder Mystery,Comedy,104.0,7.1,tt0107507,1993-08-18,1993
Menace II Society,Drama,97.0,7.2,tt0107554,1993-05-26,1993
Executive Decision,Action,133.0,5.8,tt0116253,1996-03-15,1996
In the Realm of the Senses,Drama,105.0,6.5,tt0074102,1976-05-15,1976
What Happened Was...,Thriller,91.0,7.0,tt0111689,1994-09-09,1994
Much Ado About Nothing,Drama,111.0,7.2,tt0107616,1993-05-07,1993
Mr. Jones,Drama,114.0,5.9,tt0107611,1993-10-08,1993
Mr. Wonderful,Comedy,98.0,5.5,tt0107613,1993-10-15,1993
Mrs. Doubtfire,Comedy,125.0,7.0,tt0107614,1993-11-24,1993
Naked,Comedy,131.0,7.5,tt0107653,1993-09-14,1993
The Next Karate Kid,Adventure,107.0,4.8,tt0110657,1994-07-18,1994
The New Age,Comedy,112.0,4.8,tt0110649,1994-09-16,1994
No Escape,Action,118.0,6.1,tt0110678,1994-04-29,1994
North,Comedy,87.0,4.8,tt0110687,1994-07-22,1994
Orlando,Romance,93.0,6.7,tt0107756,1992-09-01,1992
A Perfect World,Crime,138.0,7.2,tt0107808,1993-11-24,1993
Philadelphia,Drama,125.0,7.6,tt0107818,1993-12-22,1993
The Piano,Drama,121.0,7.1,tt0107822,1993-05-19,1993
Poetic Justice,Drama,109.0,6.9,tt0107840,1993-07-23,1993
The Program,Drama,112.0,6.0,tt0107889,1993-09-24,1993
The Puppet Masters,Horror,109.0,5.6,tt0111003,1994-10-21,1994
Radioland Murders,Comedy,108.0,5.8,tt0110939,1994-10-21,1994
The Ref,Comedy,97.0,6.7,tt0110955,1994-03-09,1994
The Remains of the Day,Drama,134.0,7.5,tt0107943,1993-11-05,1993
Renaissance Man,Comedy,128.0,5.9,tt0110971,1994-06-03,1994
Rising Sun,Action,125.0,5.8,tt0107969,1993-07-30,1993
The Road to Wellville,Comedy,118.0,5.5,tt0111001,1994-10-28,1994
RoboCop 3,Action,104.0,4.2,tt0107978,1993-04-17,1993
Robin Hood: Men in Tights,Comedy,104.0,6.4,tt0107977,1993-07-28,1993
Romeo Is Bleeding,Action,100.0,5.7,tt0107983,1993-09-13,1993
Romper Stomper,Action,94.0,6.6,tt0105275,1992-03-05,1992
Ruby in Paradise,Drama,114.0,5.6,tt0108000,1993-10-08,1993
Rudy,Drama,114.0,7.2,tt0108002,1993-09-17,1993
The Saint of Fort Washington,Drama,99.0,4.0,tt0108026,1993-11-03,1993
Savage Nights,Drama,126.0,6.2,tt0105032,1992-08-19,1992
Schindler's List,Drama,195.0,8.3,tt0108052,1993-11-29,1993
The Scout,Comedy,101.0,5.3,tt0111094,1994-09-30,1994
Searching for Bobby Fischer,Drama,110.0,7.3,tt0108065,1993-08-13,1993
Second Best,Drama,105.0,5.9,tt0111102,1994-09-30,1994
The Secret Garden,Drama,102.0,7.1,tt0108071,1993-08-13,1993
Serial Mom,Comedy,95.0,6.4,tt0111127,1994-04-13,1994
The Shadow,Adventure,108.0,5.4,tt0111143,1994-07-01,1994
Shadowlands,Drama,131.0,6.8,tt0108101,1993-12-25,1993
Short Cuts,Comedy,187.0,6.9,tt0108122,1993-09-05,1993
A Simple Twist of Fate,Drama,106.0,5.7,tt0111194,1994-09-02,1994
Sirens,Comedy,98.0,5.2,tt0111201,1993-10-01,1993
Six Degrees of Separation,Mystery,112.0,6.5,tt0108149,1993-12-08,1993
Sleepless in Seattle,Comedy,105.0,6.5,tt0108160,1993-06-24,1993
Sliver,Drama,108.0,4.9,tt0108162,1993-05-21,1993
Blade Runner,Science Fiction,117.0,7.9,tt0083658,1982-06-25,1982
Son in Law,Comedy,95.0,5.6,tt0108186,1993-07-02,1993
So I Married an Axe Murderer,Comedy,93.0,6.1,tt0108174,1993-07-30,1993
Striking Distance,Crime,102.0,5.4,tt0108238,1993-09-17,1993
Harem,History,113.0,4.0,tt0089256,1985-11-20,1985
Super Mario Bros.,Adventure,104.0,4.0,tt0108255,1993-05-28,1993
Surviving the Game,Action,96.0,6.1,tt0111323,1994-04-15,1994
Terminal Velocity,Action,102.0,5.0,tt0111400,1994-09-23,1994
Thirty Two Short Films About Glenn Gould,Drama,93.0,7.4,tt0108328,1993-11-26,1993
Threesome,Comedy,93.0,6.3,tt0111418,1994-04-08,1994
The Nightmare Before Christmas,Fantasy,76.0,7.6,tt0107688,1993-10-09,1993
The Three Musketeers,Action,105.0,6.2,tt0108333,1993-11-11,1993
Tombstone,Action,130.0,7.4,tt0108358,1993-12-25,1993
Trial by Jury,Drama,107.0,5.5,tt0111488,1994-09-09,1994
True Romance,Action,120.0,7.5,tt0108399,1993-09-09,1993
The War Room,Documentary,96.0,7.3,tt0108515,1993-12-05,1993
The Pagemaster,Fantasy,80.0,6.2,tt0110763,1994-11-23,1994
"Paris, France",Drama,112.0,6.0,tt0107779,1994-02-04,1994
Killer,Thriller,97.0,3.0,tt0110259,1994-09-14,1994
Welcome to the Dollhouse,Comedy,88.0,6.9,tt0114906,1995-05-24,1995
Germinal,Drama,160.0,6.3,tt0107002,1993-09-29,1993
Chasers,Comedy,102.0,4.7,tt0109403,1994-04-22,1994
Cronos,Drama,94.0,6.4,tt0104029,1993-09-12,1993
Naked in New York,Comedy,95.0,4.0,tt0110623,1993-11-10,1993
Kika,Comedy,117.0,6.8,tt0107315,1993-10-28,1993
Bhaji on the Beach,Comedy,100.0,5.1,tt0106408,1994-01-21,1994
Little Big League,Comedy,119.0,6.0,tt0110363,1994-06-29,1994
The Slingshot,Drama,102.0,6.2,tt0107349,1993-09-24,1993
Wide Eyed and Legless,TV Movie,102.0,0.0,tt0111709,1993-09-05,1993
Foreign Student,Drama,90.0,0.0,tt0109828,1994-07-29,1994
"Ciao, Professore!",Comedy,100.0,7.2,tt0107225,1992-10-01,1992
Spanking the Monkey,Comedy,106.0,5.3,tt0111252,1994-01-15,1994
The Little Rascals,Romance,82.0,6.3,tt0110366,1994-08-05,1994
À la mode,Comedy,82.0,0.0,tt0106878,1993-09-10,1993
Andre,Drama,94.0,5.0,tt0109120,1994-08-17,1994
The Escort,Thriller,92.0,5.0,tt0108059,1993-01-01,1993
Princess Caraboo,Comedy,97.0,4.4,tt0110892,1994-09-16,1994
The Celluloid Closet,History,102.0,7.0,tt0112651,1996-01-30,1996
Café au Lait,Drama,94.0,6.8,tt0107642,1993-01-01,1993
Dear Diary,Comedy,100.0,6.9,tt0109382,1993-10-12,1993
I Don't Want to Talk About It,Romance,106.0,6.0,tt0106678,1993-05-20,1993
The Brady Bunch Movie,Comedy,84.0,5.9,tt0112572,1995-02-16,1995
Home Alone,Comedy,103.0,7.1,tt0099785,1990-11-09,1990
Ghost,Fantasy,127.0,6.9,tt0099653,1990-07-12,1990
Aladdin,Animation,90.0,7.4,tt0103639,1992-11-25,1992
Terminator 2: Judgment Day,Action,137.0,7.7,tt0103064,1991-07-01,1991
Dances with Wolves,Adventure,181.0,7.6,tt0099348,1990-11-09,1990
Tough and Deadly,Thriller,92.0,6.3,tt0114706,1995-02-14,1995
Batman,Fantasy,126.0,7.0,tt0096895,1989-06-23,1989
The Silence of the Lambs,Crime,119.0,8.1,tt0102926,1991-02-01,1991
Snow White and the Seven Dwarfs,Fantasy,83.0,6.9,tt0029583,1937-12-20,1937
Beauty and the Beast,Romance,84.0,7.5,tt0101414,1991-11-13,1991
Pinocchio,Animation,88.0,6.9,tt0032910,1940-02-23,1940
Pretty Woman,Romance,119.0,7.0,tt0100405,1990-03-23,1990
Window to Paris,Comedy,87.0,6.0,tt0110719,1993-12-01,1993
The Wild Bunch,Adventure,145.0,7.7,tt0065214,1969-06-17,1969
Love and a .45,Crime,101.0,5.5,tt0110395,1994-11-23,1994
The Wooden Man's Bride,Drama,113.0,6.5,tt0111752,1994-02-05,1994
Bye Bye Love,Comedy,106.0,6.1,tt0112606,1995-03-16,1995
One Fine Day,Comedy,108.0,6.1,tt0117247,1996-12-20,1996
Candyman: Farewell to the Flesh,Horror,93.0,5.0,tt0112625,1995-03-17,1995
Century,Romance,112.0,5.0,tt0106537,1993-12-31,1993
Fargo,Crime,98.0,7.7,tt0116282,1996-04-05,1996
Homeward Bound II: Lost in San Francisco,Adventure,89.0,6.0,tt0116552,1996-03-08,1996
Heavy Metal,Animation,90.0,6.3,tt0082509,1981-08-07,1981
Hellraiser: Bloodline,Horror,86.0,4.9,tt0116514,1996-03-08,1996
The Pallbearer,Comedy,97.0,4.6,tt0117283,1996-05-03,1996
Jane Eyre,Drama,112.0,7.1,tt0116684,1996-02-09,1996
Loaded,Drama,91.0,4.0,tt0110374,1996-04-12,1996
Bread and Chocolate,Comedy,100.0,7.1,tt0070506,1974-05-05,1974
The Aristocats,Animation,78.0,7.1,tt0065421,1970-12-23,1970
The Flower of My Secret,Drama,107.0,6.9,tt0113083,1995-09-22,1995
Two Much,Comedy,118.0,5.1,tt0118001,1996-02-14,1996
Ed,Comedy,94.0,3.6,tt0116165,1996-03-15,1996
Scream of Stone,Adventure,105.0,7.5,tt0102855,1991-01-01,1991
My Favorite Season,Drama,127.0,6.4,tt0107471,1993-05-14,1993
Condition Red,Thriller,83.0,4.7,tt0112712,1995-12-08,1995
Halfaouine: Boy of the Terraces,Comedy,98.0,7.4,tt0090665,1990-01-01,1990
A Thin Line Between Love and Hate,Comedy,108.0,5.7,tt0117891,1996-04-04,1996
The Last Supper,Comedy,92.0,6.5,tt0113613,1995-09-08,1995
Primal Fear,Crime,129.0,7.4,tt0117381,1996-04-03,1996
Carried Away,Drama,109.0,5.4,tt0115837,1996-01-26,1996
All Dogs Go to Heaven 2,Romance,82.0,5.0,tt0115509,1996-03-29,1996
Land and Freedom,Drama,109.0,7.0,tt0114671,1995-01-01,1995
Denise Calls Up,Comedy,80.0,6.6,tt0112844,1995-05-17,1995
Theodore Rex,Fantasy,92.0,3.6,tt0114658,1995-12-14,1995
A Family Thing,Comedy,109.0,5.6,tt0116275,1996-03-29,1996
Frisk,Drama,88.0,3.0,tt0113122,1996-03-22,1996
Sgt. Bilko,Comedy,90.0,5.5,tt0117608,1996-03-29,1996
Jack & Sarah,Comedy,110.0,5.1,tt0113448,1995-06-02,1995
Girl 6,Comedy,108.0,5.7,tt0116414,1996-03-22,1996
Diabolique,Drama,107.0,5.4,tt0116095,1996-03-22,1996
"Little Indian, Big City",Adventure,90.0,6.0,tt0111543,1994-12-14,1994
Roula,Romance,97.0,5.0,tt0117517,1995-09-11,1995
Nelly and Monsieur Arnaud,Drama,106.0,7.1,tt0113947,1996-04-12,1996
Courage Under Fire,Drama,117.0,6.2,tt0115956,1996-07-04,1996
Mission: Impossible,Adventure,110.0,6.7,tt0117060,1996-05-22,1996
Cold Fever,Drama,85.0,7.7,tt0109028,1995-02-10,1995
Moll Flanders,Drama,123.0,6.2,tt0117071,1996-06-14,1996
The Superwife,Comedy,86.0,5.3,tt0117788,1996-03-06,1996
"301, 302",Horror,100.0,6.2,tt0112257,1995-04-22,1995
DragonHeart,Fantasy,103.0,6.4,tt0116136,1996-05-31,1996
My Mother's Courage,Drama,93.0,0.0,tt0117117,1995-09-12,1995
Eddie,Action,100.0,5.4,tt0116168,1996-05-31,1996
Yankee Zulu,Drama,100.0,6.0,tt0111787,1993-12-01,1993
Purple Noon,Crime,115.0,7.3,tt0054189,1960-03-10,1960
August,Romance,94.0,5.3,tt0115591,1996-08-08,1996
James and the Giant Peach,Adventure,79.0,6.2,tt0116683,1996-04-12,1996
Fear,Drama,97.0,6.1,tt0116287,1996-04-12,1996
Kids in the Hall: Brain Candy,Comedy,89.0,5.9,tt0116768,1996-04-02,1996
Faithful,Comedy,91.0,4.8,tt0116269,1996-04-03,1996
Underground,War,170.0,7.5,tt0114787,1995-04-11,1995
All Things Fair,War,130.0,6.1,tt0113720,1995-03-08,1995
Bloodsport II,Action,90.0,5.2,tt0112536,1996-03-01,1996
Pather Panchali,Drama,125.0,7.9,tt0048473,1955-08-26,1955
The World of Apu,Drama,117.0,8.2,tt0052572,1959-05-01,1959
Mystery Science Theater 3000: The Movie,Comedy,73.0,7.0,tt0117128,1996-04-19,1996
Space Jam,Animation,88.0,6.5,tt0117705,1996-11-15,1996
Barbarella,Science Fiction,98.0,5.7,tt0062711,1968-10-10,1968
Hostile Intentions,Thriller,90.0,8.0,tt0110061,1995-01-01,1995
They Bite,Comedy,98.0,5.5,tt0140614,1996-01-01,1996
Some Folks Call It a Sling Blade,Drama,25.0,7.5,tt0108181,1994-03-26,1994
The Run of the Country,Drama,0.0,8.0,tt0114307,1995-09-22,1995
Alphaville,Drama,100.0,6.8,tt0058898,1965-05-05,1965
Coup de Torchon,Drama,128.0,6.8,tt0082206,1981-11-04,1981
Tigrero: A Film That Was Never Made,Documentary,75.0,7.5,tt0111430,1994-01-01,1994
Windows,Horror,96.0,5.8,tt0081759,1980-01-18,1980
It's My Party,Drama,110.0,6.2,tt0113443,1996-03-22,1996
Country Life,Drama,118.0,8.0,tt0109491,1994-10-27,1994
Operation Dumbo Drop,Action,107.0,4.7,tt0114048,1995-07-28,1995
The Promise,Drama,115.0,5.0,tt0111613,1995-02-16,1995
Mrs. Winterbourne,Comedy,105.0,5.5,tt0117104,1996-04-19,1996
Solo,Action,94.0,3.9,tt0117688,1996-10-23,1996
Under The Domim Tree,Drama,0.0,6.5,tt0109751,1994-01-01,1994
The Substitute,Action,114.0,5.8,tt0117774,1996-04-19,1996
True Crime,Crime,94.0,5.1,tt0114736,1996-03-12,1996
Butterfly Kiss,Crime,88.0,7.4,tt0112604,1995-08-18,1995
Feeling Minnesota,Action,99.0,5.5,tt0116289,1996-09-13,1996
Delta of Venus,Drama,99.0,3.3,tt0109593,1995-06-09,1995
Angus,Comedy,90.0,6.8,tt0112368,1995-09-15,1995
Priest Daens,Drama,138.0,6.7,tt0104046,1992-09-01,1992
Faces,Drama,130.0,7.1,tt0062952,1968-11-24,1968
Boys,Romance,86.0,5.3,tt0115742,1996-05-10,1996
The Quest,Action,95.0,5.3,tt0117420,1996-04-19,1996
Cosi,Comedy,102.0,7.1,tt0115951,1996-03-04,1996
Sunset Park,Drama,99.0,5.1,tt0117784,1996-04-26,1996
Mulholland Falls,Drama,107.0,6.2,tt0117107,1996-04-26,1996
The Truth About Cats & Dogs,Comedy,93.0,5.7,tt0117979,1996-04-26,1996
Oliver & Company,Animation,74.0,6.5,tt0095776,1988-11-18,1988
Celtic Pride,Comedy,91.0,4.9,tt0115851,1996-04-19,1996
Flipper,Adventure,95.0,5.3,tt0116322,1996-05-17,1996
Captives,Drama,100.0,6.0,tt0109374,1994-05-03,1994
Of Love and Shadows,Drama,103.0,4.4,tt0110712,1994-05-10,1994
Dead Man,Drama,121.0,7.2,tt0112817,1995-12-23,1995
The Horseman on the Roof,War,135.0,6.7,tt0113362,1995-09-20,1995
Switchblade Sisters,Action,91.0,6.6,tt0073778,1975-01-05,1975
Mouth to Mouth,Comedy,106.0,5.5,tt0112546,1995-11-10,1995
The Visitors,Fantasy,107.0,7.1,tt0108500,1993-01-27,1993
Multiplicity,Comedy,117.0,5.5,tt0117108,1996-07-19,1996
"The Haunted World of Edward D. Wood, Jr.",Documentary,112.0,10.0,tt0113270,1996-05-01,1996
Two Friends,Drama,86.0,0.0,tt0333373,2002-03-20,2002
The Craft,Drama,101.0,6.3,tt0115963,1996-05-03,1996
The Great White Hype,Comedy,91.0,5.1,tt0116448,1996-05-03,1996
Last Dance,Drama,103.0,5.6,tt0116827,1996-05-02,1996
Cold Comfort Farm,Comedy,95.0,7.0,tt0112701,1995-01-01,1995
"Institute Benjamenta, or This Dream People Call Human Life",Animation,104.0,7.7,tt0113429,1995-08-01,1995
Heaven's Prisoners,Drama,132.0,5.0,tt0116508,1996-05-17,1996
Original Gangstas,Action,99.0,5.5,tt0117260,1996-05-10,1996
The Rock,Action,136.0,6.9,tt0117500,1996-06-06,1996
Getting Away with Murder,Comedy,91.0,5.5,tt0116405,1996-04-12,1996
Cemetery Man,Fantasy,105.0,7.0,tt0109592,1994-03-25,1994
Twister,Action,113.0,6.1,tt0117998,1996-05-10,1996
Barb Wire,Action,98.0,3.9,tt0115624,1996-05-02,1996
Le Garçu,Drama,102.0,5.0,tt0113145,1995-10-31,1995
Honeymoon,Comedy,92.0,0.0,tt0116559,1996-04-11,1996
Ghost in the Shell,Action,83.0,7.8,tt0113568,1995-11-18,1995
Thinner,Horror,92.0,5.5,tt0117894,1996-10-25,1996
Spy Hard,Action,81.0,4.9,tt0117723,1996-05-24,1996
Brothers in Trouble,Comedy,102.0,0.0,tt0112586,1995-08-23,1995
A Close Shave,Family,30.0,7.5,tt0112691,1995-12-24,1995
Force of Evil,Drama,78.0,6.6,tt0040366,1948-12-25,1948
The Stupids,Comedy,94.0,4.2,tt0117768,1996-08-30,1996
The Arrival,Action,115.0,6.1,tt0115571,1996-05-31,1996
The Man from Down Under,Drama,103.0,0.0,tt0031612,1943-08-04,1943
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,95.0,8.0,tt0057012,1964-01-29,1964
Careful,Horror,100.0,7.8,tt0103926,1992-09-30,1992
A Month by the Lake,Comedy,92.0,7.2,tt0113849,1995-09-11,1995
Gold Diggers: The Secret of Bear Mountain,Drama,94.0,5.8,tt0113188,1995-11-03,1995
Kim,Family,113.0,7.0,tt0042644,1950-12-07,1950
Carmen Miranda: Bananas Is My Business,Documentary,91.0,10.0,tt0109381,1995-04-13,1995
Ashes of Time,Drama,100.0,7.1,tt0109688,1994-09-16,1994
Maya Lin: A Strong Clear Vision,Documentary,105.0,0.0,tt0110480,1995-11-10,1995
Stalingrad,Drama,134.0,7.4,tt0108211,1993-01-21,1993
The Phantom,Adventure,100.0,4.7,tt0117331,1996-06-06,1996
Striptease,Drama,115.0,4.4,tt0117765,1996-06-28,1996
The Last of the High Kings,Drama,102.0,5.7,tt0116833,1996-12-06,1996
Heavy,Drama,105.0,7.7,tt0113280,1995-01-20,1995
Jack,Comedy,113.0,5.9,tt0116669,1996-08-09,1996
I Shot Andy Warhol,Drama,103.0,6.1,tt0116594,1996-05-01,1996
The Grass Harp,Comedy,107.0,6.1,tt0113211,1995-09-10,1995
Someone Else's America,Drama,96.0,0.0,tt0114494,1995-09-09,1995
Life is Rosy,Music,80.0,6.5,tt0094265,1987-11-17,1987
Touki Bouki,Drama,85.0,7.3,tt0070820,1973-07-01,1973
God's Gift,Drama,75.0,5.0,tt0084898,1982-01-01,1982
Spirits of the Dead,Drama,121.0,5.5,tt0063715,1968-05-16,1968
Pharaoh's  Army,Western,90.0,6.3,tt0114122,1995-01-01,1995
Trainspotting,Drama,93.0,7.8,tt0117951,1996-02-23,1996
Til There Was You,Comedy,113.0,3.9,tt0118523,1997-05-30,1997
Independence Day,Action,145.0,6.7,tt0116629,1996-06-25,1996
Stealing Beauty,Drama,116.0,6.6,tt0117737,1996-03-29,1996
The Fan,Drama,116.0,5.7,tt0116277,1996-08-15,1996
The Hunchback of Notre Dame,Drama,91.0,6.8,tt0116583,1996-06-21,1996
The Cable Guy,Comedy,96.0,5.7,tt0115798,1996-06-10,1996
Kingpin,Comedy,113.0,6.7,tt0116778,1996-07-04,1996
Eraser,Action,115.0,5.6,tt0116213,1996-06-21,1996
The Gate of Heavenly Peace,Documentary,180.0,6.7,tt0113147,1995-01-01,1995
The Nutty Professor,Fantasy,95.0,5.4,tt0117218,1996-06-26,1996
"I, the Worst of All",Drama,105.0,6.8,tt0100990,1990-08-09,1990
An Unforgettable Summer,Drama,82.0,7.2,tt0111546,1994-05-15,1994
Somebody to Love,Comedy,102.0,5.1,tt0111237,1994-09-27,1994
A Very Natural Thing,Drama,80.0,6.3,tt0072362,1974-01-01,1974
The Old Lady Who Walked in the Sea,Comedy,0.0,0.0,tt0103207,1991-09-18,1991
Daylight,Action,115.0,5.8,tt0116040,1996-12-06,1996
The Frighteners,Horror,110.0,6.7,tt0116365,1996-07-18,1996
Lone Star,Drama,135.0,6.9,tt0116905,1996-06-21,1996
Harriet the Spy,Comedy,100.0,5.7,tt0116493,1996-07-10,1996
Phenomenon,Drama,123.0,6.2,tt0117333,1996-07-05,1996
Walking and Talking,Comedy,86.0,6.6,tt0118113,1996-07-17,1996
She's the One,Comedy,96.0,5.7,tt0117628,1996-08-26,1996
A Time to Kill,Crime,149.0,7.0,tt0117913,1996-07-24,1996
